0	0.00E+00
2.00E+07	5.80E-10
4.00E+07	0.00E+00
6.00E+07	0.00E+00
8.00E+07	1.74E-09
1.00E+08	1.16E-09
1.20E+08	5.80E-10
1.40E+08	2.90E-09
1.60E+08	2.32E-09
1.80E+08	1.74E-09
2.00E+08	1.16E-09
2.20E+08	3.48E-09
2.40E+08	4.64E-09
2.60E+08	8.12E-09
2.80E+08	1.45E-08
3.00E+08	2.78E-08
3.20E+08	2.61E-08
3.40E+08	7.83E-08
3.60E+08	1.27E-07
3.80E+08	1.21E-07
4.00E+08	3.13E-08
4.20E+08	2.03E-08
4.40E+08	1.62E-08
4.60E+08	9.28E-09
4.80E+08	0.00E+00
5.00E+08	0.00E+00
